0.908021,0.00074
0.910905,0.00071
0.914902,0.00071
0.91751,0.0007
0.921399,0.00067
0.9262280000000001,0.00069
0.934182,0.00068
0.93787,0.00069
0.945752,0.0006400000000000001
0.951132,0.00066
0.953941,0.0006400000000000001
0.958557,0.00065
0.9639219999999999,0.00063
0.966011,0.00067
0.970181,0.00066
0.974368,0.00066
0.980255,0.00063
0.9835159999999999,0.00069
0.9905119999999999,0.00065
0.994224,0.00061
0.9968939999999999,0.00063
1.0036,0.00066
1.00403,0.0006400000000000001
1.00759,0.00063
1.01081,0.00061
1.0138,0.00063
1.02001,0.00062
1.02191,0.00065
1.0278,0.00062
1.02971,0.00062
1.03273,0.00062
1.03568,0.0005999999999999999
1.03764,0.00062
1.04358,0.0005999999999999999
1.04609,0.0005999999999999999
1.05337,0.00065
1.05494,0.00059
1.05663,0.00058
1.06072,0.0005999999999999999
1.06387,0.00062
1.06645,0.00055
1.06789,0.00059
1.06981,0.00057
1.07983,0.0005999999999999999
1.08168,0.00058
1.08939,0.00053
1.09124,0.00061
1.09163,0.00055
1.09554,0.00056
1.09881,0.00055
1.10177,0.00056
1.10312,0.00058
1.10316,0.00059
1.10588,0.00054
1.10954,0.00058
1.1105,0.00059
1.11172,0.00056
1.11235,0.00059
1.11452,0.00053
1.11838,0.00059
1.12038,0.00055
1.12232,0.00056
1.12244,0.00052
1.12307,0.00053
1.12481,0.00054
1.12735,0.00052
1.12822,0.00058
1.13305,0.00053
1.13396,0.00052
1.13513,0.00052
1.1367,0.00053
1.13797,0.00051
1.13963,0.00052
1.13931,0.00052
1.14239,0.00052
1.14391,0.00054
1.14517,0.00052
1.14663,0.00051
1.14675,0.00052
1.14889,0.00053
1.14902,0.00052
1.1528,0.00054
1.15666,0.00055
0.813482,0.00077
0.8226250000000001,0.0008
0.825857,0.00077
0.831956,0.00074
0.838394,0.00075
0.844598,0.00078
0.848543,0.00077
0.85415,0.00074
0.855745,0.00073
0.872797,0.00075
0.877003,0.00071
0.882834,0.00071
0.8855189999999999,0.0007
0.888823,0.00074
0.891733,0.00072
0.895667,0.00071
0.901666,0.00071
